Time,E,EMax,P,PMax,PForced,Agility
1,0.0,4.195081,0.0,1.169123,0.0,3.5882289545240322
2,0.0,4.195081,0.0,1.169123,0.0,3.5882289545240322
3,0.0,4.195081,0.0,1.169123,0.0,3.5882289545240322
4,0.0,4.195081,0.0,1.169123,0.0,3.5882289545240322
5,0.0,4.195081,0.0,1.169123,0.0,3.5882289545240322
6,0.0,4.195081,0.0,1.169123,0.0,3.5882289545240322
7,0.0,4.195081,0.0,1.169123,0.0,3.5882289545240322
8,0.0,4.195081,0.0,1.169123,0.0,3.5882289545240322
9,0.0,4.195081,0.0,1.169123,0.0,3.5882289545240322
10,0.0,4.195081,0.0,1.169123,0.0,3.5882289545240322
11,0.0,4.195081,0.0,1.169123,0.0,3.5882289545240322
12,0.0,4.195081,0.0,1.169123,0.0,3.5882289545240322
13,0.0,4.195081,0.0,1.169123,0.0,3.5882289545240322
14,0.0,4.195081,0.0,1.169123,0.0,3.5882289545240322
15,0.0,4.195081,-1.0,1.169123,0.0,3.5882289545240322
16,-1.0,4.195081,-1.0,1.169123,0.0,4.44357095019087
17,-2.0,4.195081,-1.0,1.169123,0.0,5.298912945857707
18,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
19,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
20,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
21,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
22,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
23,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
24,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
25,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
26,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
27,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
28,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
29,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
30,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
31,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
32,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
33,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
34,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
35,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
36,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
37,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
38,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
39,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
40,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
41,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
42,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
43,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
44,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
45,-3.0,4.195081,0.0,1.169123,0.0,6.154254941524545
