Time,E,EMax,P,PMax,PForced,Agility
1,0.0,5.830526,0.0,0.971754,0.0,92.999999959
2,0.0,5.830526,0.0,0.971754,0.0,91.999999959
3,0.0,5.830526,0.0,0.971754,0.0,90.999999959
4,0.0,5.830526,0.0,0.971754,0.0,89.999999959
5,0.0,5.830526,0.0,0.971754,0.0,88.999999959
6,0.0,5.830526,0.0,0.971754,0.0,87.999999959
7,0.0,5.830526,0.0,0.971754,0.0,86.999999959
8,0.0,5.830526,0.0,0.971754,0.0,85.999999959
9,0.0,5.830526,0.0,0.971754,0.0,84.999999959
10,0.0,5.830526,0.0,0.971754,0.0,83.999999959
11,0.0,5.830526,0.0,0.971754,0.0,82.999999959
12,0.0,5.830526,0.0,0.971754,0.0,81.999999959
13,0.0,5.830526,0.0,0.971754,0.0,80.999999959
14,0.0,5.830526,0.0,0.971754,0.0,79.999999959
15,0.0,5.830526,0.0,0.971754,0.0,78.999999959
16,0.0,5.830526,0.0,0.971754,0.0,77.999999959
17,0.0,5.830526,0.0,0.971754,0.0,76.999999959
18,0.0,5.830526,0.0,0.971754,0.0,75.999999959
19,0.0,5.830526,0.0,0.971754,0.0,74.999999959
20,0.0,5.830526,0.0,0.971754,0.0,73.999999959
21,0.0,5.830526,0.0,0.971754,0.0,72.999999959
22,0.0,5.830526,0.0,0.971754,0.0,71.999999959
23,0.0,5.830526,0.0,0.971754,0.0,70.999999959
24,0.0,5.830526,0.0,0.971754,0.0,69.999999959
25,0.0,5.830526,0.0,0.971754,0.0,68.999999959
26,0.0,5.830526,0.0,0.971754,0.0,67.999999959
27,0.0,5.830526,0.0,0.971754,0.0,66.999999959
28,0.0,5.830526,0.0,0.971754,0.0,65.999999959
29,0.0,5.830526,0.0,0.971754,0.0,64.999999959
30,0.0,5.830526,0.0,0.971754,0.0,63.999999959
31,0.0,5.830526,0.0,0.971754,0.0,62.999999959
32,0.0,5.830526,0.0,0.971754,0.0,61.999999959
33,0.0,5.830526,0.0,0.971754,0.0,60.999999959
34,0.0,5.830526,0.971754,0.971754,0.0,59.999999959
35,0.971754,5.830526,0.971754,0.971754,0.971754,58.999999959
36,1.943508,5.830526,0.971754,0.971754,0.971754,57.999999959
37,2.9152620000000002,5.830526,0.971754,0.971754,0.971754,56.999999959
38,3.887016,5.830526,0.971754,0.971754,0.971754,55.999999959
39,4.85877,5.830526,0.971754,0.971754,0.971754,54.999999959
40,5.830524,5.830526,2.000000000279556e-06,0.971754,2.000000000279556e-06,53.999999959
41,5.830526,5.830526,0.0,0.971754,0.0,52.999999959
42,5.830526,5.830526,0.0,0.971754,0.0,51.999999959
43,5.830526,5.830526,0.0,0.971754,0.0,50.999999959
44,5.830526,5.830526,0.0,0.971754,0.0,49.999999959
45,5.830526,5.830526,0.0,0.971754,0.0,48.999999959
46,5.830526,5.830526,0.0,0.971754,0.0,47.999999959
47,5.830526,5.830526,0.0,0.971754,0.0,46.999999959
48,5.830526,5.830526,0.0,0.971754,0.0,45.999999959
49,5.830526,5.830526,0.0,0.971754,0.0,44.999999959
50,5.830526,5.830526,0.0,0.971754,0.0,43.999999959
51,5.830526,5.830526,0.0,0.971754,0.0,42.999999959
52,5.830526,5.830526,0.0,0.971754,0.0,41.999999959
53,5.830526,5.830526,0.0,0.971754,0.0,40.999999959
54,5.830526,5.830526,0.0,0.971754,0.0,39.999999959
55,5.830526,5.830526,0.0,0.971754,0.0,38.999999959
56,5.830526,5.830526,0.0,0.971754,0.0,37.999999959
57,5.830526,5.830526,0.0,0.971754,0.0,36.999999959
58,5.830526,5.830526,0.0,0.971754,0.0,35.999999959
59,5.830526,5.830526,0.0,0.971754,0.0,34.999999959
60,5.830526,5.830526,0.0,0.971754,0.0,33.999999959
61,5.830526,5.830526,0.0,0.971754,0.0,32.999999959
62,5.830526,5.830526,0.0,0.971754,0.0,31.999999959
63,5.830526,5.830526,0.0,0.971754,0.0,30.999999959
64,5.830526,5.830526,0.0,0.971754,0.0,29.999999959
65,5.830526,5.830526,0.0,0.971754,0.0,28.999999959
66,5.830526,5.830526,0.0,0.971754,0.0,27.999999959
67,5.830526,5.830526,0.0,0.971754,0.0,26.999999959
68,5.830526,5.830526,0.0,0.971754,0.0,25.999999959
69,5.830526,5.830526,0.0,0.971754,0.0,24.999999959
70,5.830526,5.830526,0.0,0.971754,0.0,23.999999959
71,5.830526,5.830526,0.0,0.971754,0.0,22.999999959
72,5.830526,5.830526,0.0,0.971754,0.0,21.999999959
73,5.830526,5.830526,0.0,0.971754,0.0,20.999999959
74,5.830526,5.830526,0.0,0.971754,0.0,19.999999959
75,5.830526,5.830526,0.0,0.971754,0.0,18.999999959
76,5.830526,5.830526,0.0,0.971754,0.0,17.999999959
77,5.830526,5.830526,0.0,0.971754,0.0,16.999999959
78,5.830526,5.830526,0.0,0.971754,0.0,15.999999959
79,5.830526,5.830526,0.0,0.971754,0.0,14.999999959
80,5.830526,5.830526,0.0,0.971754,0.0,13.999999959
81,5.830526,5.830526,0.0,0.971754,0.0,12.999999959
82,5.830526,5.830526,0.0,0.971754,0.0,11.999999959
83,5.830526,5.830526,0.0,0.971754,0.0,10.999999959
84,5.830526,5.830526,0.0,0.971754,0.0,9.999999959
85,5.830526,5.830526,0.0,0.971754,0.0,8.999999959
86,5.830526,5.830526,0.0,0.971754,0.0,7.999999959
87,5.830526,5.830526,0.0,0.971754,0.0,6.999999959
88,5.830526,5.830526,0.0,0.971754,0.0,5.999999959
89,5.830526,5.830526,0.0,0.971754,0.0,4.999999959
90,5.830526,5.830526,0.0,0.971754,0.0,3.999999959
91,5.830526,5.830526,0.0,0.971754,0.0,2.999999959
92,5.830526,5.830526,0.0,0.971754,0.0,1.999999959
93,5.830526,5.830526,0.0,0.971754,0.0,0.999999959
94,5.830526,5.830526,0.0,0.971754,0.0,-4.1e-08
95,5.830526,5.830526,0.0,0.971754,0.0,-1.000000041
96,5.830526,5.830526,0.0,0.971754,0.0,-2.000000041
97,5.830526,5.830526,0.0,0.971754,0.0,-3.000000041
98,5.830526,5.830526,0.0,0.971754,0.0,-4.000000041
99,5.830526,5.830526,0.0,0.971754,0.0,-5.000000041
100,5.830526,5.830526,0.0,0.971754,0.0,-6.000000041
