Time,E,EMax,P,PMax,PForced,Agility
1,0.0,5.811584,0.0,1.333251,0.0,4.358957165604976
2,0.0,5.811584,0.0,1.333251,0.0,4.358957165604976
3,0.0,5.811584,0.0,1.333251,0.0,4.358957165604976
4,0.0,5.811584,0.0,1.333251,0.0,4.358957165604976
5,0.0,5.811584,0.0,1.333251,0.0,4.358957165604976
6,0.0,5.811584,0.0,1.333251,0.0,4.358957165604976
7,0.0,5.811584,0.0,1.333251,0.0,4.358957165604976
8,0.0,5.811584,0.0,1.333251,0.0,4.358957165604976
9,0.0,5.811584,0.0,1.333251,0.0,4.358957165604976
10,0.0,5.811584,0.0,1.333251,0.0,4.358957165604976
11,0.0,5.811584,0.0,1.333251,0.0,4.358957165604976
12,0.0,5.811584,0.0,1.333251,0.0,4.358957165604976
13,0.0,5.811584,0.0,1.333251,0.0,4.358957165604976
14,0.0,5.811584,0.0,1.333251,0.0,4.358957165604976
15,0.0,5.811584,-1.0,1.333251,0.0,4.358957165604976
16,-1.0,5.811584,-1.0,1.333251,0.0,5.10900348096495
17,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
18,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
19,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
20,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
21,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
22,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
23,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
24,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
25,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
26,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
27,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
28,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
29,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
30,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
31,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
32,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
33,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
34,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
35,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
36,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
37,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
38,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
39,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
40,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
41,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
42,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
43,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
44,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
45,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
46,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
47,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
48,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
49,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
50,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
51,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
52,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
53,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
54,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
55,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
56,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
57,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
58,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
59,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
60,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
61,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
62,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
63,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
64,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
65,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
66,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
67,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
68,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
69,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
70,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
71,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
72,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
73,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
74,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
75,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
76,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
77,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
78,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
79,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
80,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
81,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
82,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
83,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
84,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
85,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
86,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
87,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
88,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
89,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
90,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
91,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
92,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
93,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
94,-2.0,5.811584,0.0,1.333251,0.0,5.859049796324923
95,-2.0,5.811584,1.333251,1.333251,0.0,5.859049796324923
96,-0.666749,5.811584,1.333251,1.333251,0.0,4.859049796324923
97,0.6665019999999999,5.811584,1.333251,1.333251,0.0,3.8590497963249235
98,1.999753,5.811584,1.333251,1.333251,0.0,2.859049796324923
99,3.333004,5.811584,1.333251,1.333251,0.0,1.859049796324923
100,4.666255,5.811584,1.1453290000000003,1.333251,0.0,0.8590497963249233
