Time,E,EMax,P,PMax,PForced,Agility
1,0.0,5.093763,0.0,0.850648,0.0,5.9880973093453465
2,0.0,5.093763,0.0,0.850648,0.0,5.9880973093453465
3,0.0,5.093763,0.0,0.850648,0.0,5.9880973093453465
4,0.0,5.093763,0.0,0.850648,0.0,5.9880973093453465
5,0.0,5.093763,0.0,0.850648,0.0,5.9880973093453465
6,0.0,5.093763,0.0,0.850648,0.0,5.9880973093453465
7,0.0,5.093763,0.0,0.850648,0.0,5.9880973093453465
8,0.0,5.093763,0.0,0.850648,0.0,5.9880973093453465
9,0.0,5.093763,0.0,0.850648,0.0,5.9880973093453465
10,0.0,5.093763,0.0,0.850648,0.0,5.9880973093453465
11,0.0,5.093763,0.0,0.850648,0.0,5.9880973093453465
12,0.0,5.093763,0.0,0.850648,0.0,5.9880973093453465
13,0.0,5.093763,0.0,0.850648,0.0,5.9880973093453465
14,0.0,5.093763,0.0,0.850648,0.0,5.9880973093453465
15,0.0,5.093763,-1.0,0.850648,0.0,5.9880973093453465
16,-1.0,5.093763,-1.0,0.850648,0.0,7.163671694990173
17,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
18,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
19,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
20,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
21,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
22,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
23,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
24,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
25,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
26,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
27,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
28,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
29,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
30,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
31,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
32,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
33,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
34,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
35,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
36,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
37,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
38,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
39,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
40,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
41,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
42,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
43,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
44,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
45,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
46,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
47,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
48,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
49,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
50,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
51,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
52,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
53,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
54,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
55,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
56,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
57,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
58,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
59,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
60,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
61,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
62,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
63,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
64,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
65,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
66,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
67,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
68,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
69,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
70,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
71,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
72,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
73,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
74,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
75,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
76,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
77,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
78,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
79,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
80,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
81,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
82,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
83,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
84,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
85,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
86,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
87,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
88,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
89,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
90,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
91,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
92,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
93,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
94,-2.0,5.093763,0.0,0.850648,0.0,8.339246080634998
95,-2.0,5.093763,0.850648,0.850648,0.0,8.339246080634998
96,-1.149352,5.093763,0.850648,0.850648,0.0,7.339246080634998
97,-0.29870399999999997,5.093763,0.850648,0.850648,0.0,6.339246080634998
98,0.551944,5.093763,0.850648,0.850648,0.0,5.339246080634998
99,1.4025919999999998,5.093763,0.850648,0.850648,0.0,4.339246080634998
100,2.25324,5.093763,0.850648,0.850648,0.0,3.3392460806349984
