Time,E,EMax,P,PMax,PForced,Agility
1,0.0,5.929777,0.0,1.461756,0.0,4.056612047427888
2,0.0,5.929777,0.0,1.461756,0.0,4.056612047427888
3,0.0,5.929777,0.0,1.461756,0.0,4.056612047427888
4,0.0,5.929777,0.0,1.461756,0.0,4.056612047427888
5,0.0,5.929777,0.0,1.461756,0.0,4.056612047427888
6,0.0,5.929777,0.0,1.461756,0.0,4.056612047427888
7,0.0,5.929777,0.0,1.461756,0.0,4.056612047427888
8,0.0,5.929777,0.0,1.461756,0.0,4.056612047427888
9,0.0,5.929777,0.0,1.461756,0.0,4.056612047427888
10,0.0,5.929777,0.0,1.461756,0.0,4.056612047427888
11,0.0,5.929777,0.0,1.461756,0.0,4.056612047427888
12,0.0,5.929777,0.0,1.461756,0.0,4.056612047427888
13,0.0,5.929777,0.0,1.461756,0.0,4.056612047427888
14,0.0,5.929777,0.0,1.461756,0.0,4.056612047427888
15,0.0,5.929777,-1.0,1.461756,0.0,4.056612047427888
16,-1.0,5.929777,-1.0,1.461756,0.0,4.740720749564223
17,-2.0,5.929777,-0.33525899999999975,1.461756,0.0,5.424829451700557
18,-2.3352589999999998,5.929777,0.0,1.461756,0.0,5.654183051070081
19,-2.3352589999999998,5.929777,0.0,1.461756,0.0,5.654183051070081
20,-2.3352589999999998,5.929777,0.0,1.461756,0.0,5.654183051070081
21,-2.3352589999999998,5.929777,0.0,1.461756,0.0,5.654183051070081
22,-2.3352589999999998,5.929777,0.0,1.461756,0.0,5.654183051070081
23,-2.3352589999999998,5.929777,0.0,1.461756,0.0,5.654183051070081
24,-2.3352589999999998,5.929777,0.0,1.461756,0.0,5.654183051070081
25,-2.3352589999999998,5.929777,0.0,1.461756,0.0,5.654183051070081
26,-2.3352589999999998,5.929777,0.0,1.461756,0.0,5.654183051070081
27,-2.3352589999999998,5.929777,0.0,1.461756,0.0,5.654183051070081
28,-2.3352589999999998,5.929777,0.0,1.461756,0.0,5.654183051070081
29,-2.3352589999999998,5.929777,0.0,1.461756,0.0,5.654183051070081
30,-2.3352589999999998,5.929777,0.0,1.461756,0.0,5.654183051070081
31,-2.3352589999999998,5.929777,0.0,1.461756,0.0,5.654183051070081
32,-2.3352589999999998,5.929777,0.0,1.461756,0.0,5.654183051070081
33,-2.3352589999999998,5.929777,0.0,1.461756,0.0,5.654183051070081
34,-2.3352589999999998,5.929777,0.0,1.461756,0.0,5.654183051070081
35,-2.3352589999999998,5.929777,0.0,1.461756,0.0,5.654183051070081
