Time,E,EMax,P,PMax,PForced,Agility
1,0.0,5.826752,0.0,0.714288,0.0,8.157426696234571
2,0.0,5.826752,0.0,0.714288,0.0,8.157426696234571
3,0.0,5.826752,0.0,0.714288,0.0,8.157426696234571
4,0.0,5.826752,0.0,0.714288,0.0,8.157426696234571
5,0.0,5.826752,0.0,0.714288,0.0,8.157426696234571
6,0.0,5.826752,0.0,0.714288,0.0,8.157426696234571
7,0.0,5.826752,0.0,0.714288,0.0,8.157426696234571
8,0.0,5.826752,0.0,0.714288,0.0,8.157426696234571
9,0.0,5.826752,0.0,0.714288,0.0,8.157426696234571
10,0.0,5.826752,0.0,0.714288,0.0,8.157426696234571
11,0.0,5.826752,0.0,0.714288,0.0,8.157426696234571
12,0.0,5.826752,0.0,0.714288,0.0,8.157426696234571
13,0.0,5.826752,0.0,0.714288,0.0,8.157426696234571
14,0.0,5.826752,0.0,0.714288,0.0,8.157426696234571
15,0.0,5.826752,-1.0,0.714288,0.0,8.157426696234571
16,-1.0,5.826752,-0.6152470000000001,0.714288,0.0,9.557422216248908
17,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
18,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
19,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
20,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
21,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
22,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
23,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
24,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
25,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
26,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
27,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
28,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
29,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
30,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
31,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
32,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
33,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
34,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
35,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
36,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
37,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
38,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
39,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
40,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
41,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
42,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
43,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
44,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
45,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
46,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
47,-1.615247,5.826752,0.0,0.714288,0.0,10.418765259951167
